scenario,variant,profile,size,seed,adapter,offered,accepted,refused,acked,failed,duration_ns,ack_p50_ns,ack_p99_ns,ack_max_ns,failed_max_ns,first_observation_wait_p99_ns,first_observation_wait_max_ns,broker_attempts_max,broker_record_observations,attempted_records,produce_requests,wire_bytes,request_records_p50,global_pending_gap_ns,partition_pending_gap_ns,gap_partition,gap_end_kind,deadline_overshoot_count,sender_errors,max_source_lag_ns,fault_exposure_comparable,last_offer_ns,last_terminal_ns,source_offer_gap_max_ns
baseline.partition-fanout-skew,p16-skew0,common,full,0,native,4096,4096,0,4096,0,898000000,7000000,9000000,12000000,,7208001,9830001,1,4096,4096,588,2454178,8,8000000,12000000,5,ack,0,0,0,True,890000000,898000000,8000000
baseline.partition-fanout-skew,p16-skew50,original,full,0,classic,4096,4096,0,4096,0,402643000,2407000,7216000,9425000,,6014000,8223000,1,4096,4096,462,2413556,9,4212000,9425000,1,ack,0,0,0,True,396431000,402643000,10000000
baseline.partition-fanout-skew,p16-skew50,original,full,0,native,4096,4096,0,4096,0,564000000,4000000,8000000,9000000,,5819000,6823000,1,4096,4096,1181,2434578,2,8000000,9000000,0,ack,0,0,0,True,557000000,564000000,8000000
baseline.partition-fanout-skew,p16-skew50,common,full,0,classic,4096,4096,0,4096,0,402643000,2407000,7216000,9425000,,6014000,8223000,1,4096,4096,462,2413556,9,4212000,9425000,1,ack,0,0,0,True,396431000,402643000,10000000
baseline.partition-fanout-skew,p16-skew50,common,full,0,native,4096,4096,0,4096,0,600000000,4000000,8000000,10000000,,6217009,7824001,1,4096,4096,1064,2429971,2,8000000,10000000,0,ack,0,0,0,True,593000000,600000000,8000000
baseline.partition-fanout-skew,p16-skew90,original,full,0,classic,4096,4096,0,4096,0,550212000,4012000,6417000,9425000,,5215000,8223000,1,4096,4096,667,2390012,7,4212000,9425000,4,ack,0,0,0,True,544799000,550212000,10000000
baseline.partition-fanout-skew,p16-skew90,original,full,0,native,4096,4096,0,4096,0,494000000,4000000,8000000,8000000,,5819000,6779000,1,4096,4096,756,2379691,8,8000000,8000000,3,ack,0,0,0,True,487000000,494000000,8000000
baseline.partition-fanout-skew,p16-skew90,common,full,0,classic,4096,4096,0,4096,0,550212000,4012000,6417000,9425000,,5215000,8223000,1,4096,4096,667,2390012,7,4212000,9425000,4,ack,0,0,0,True,544799000,550212000,10000000
baseline.partition-fanout-skew,p16-skew90,common,full,0,native,4096,4096,0,4096,0,526000000,4000000,8000000,9000000,,6526022,7745022,1,4096,4096,736,2378143,8,8000000,9000000,0,ack,0,0,0,True,519000000,526000000,8000000
baseline.compression,random0-zstd0,original,full,0,classic,4096,4096,0,4096,0,976089000,4413000,15647000,15647000,,14445000,14445000,1,4096,4096,2368,9003020,2,4212000,5414000,3,ack,0,0,0,True,964053000,976089000,10000000
baseline.compression,random0-zstd0,original,full,0,native,4096,4096,0,4096,0,412000000,3000000,6000000,8000000,,4213000,5820000,1,4096,4096,1881,8803626,2,8000000,8000000,0,ack,0,0,0,True,405000000,412000000,8000000
baseline.compression,random0-zstd0,common,full,0,classic,4096,4096,0,4096,0,976089000,4413000,15647000,15647000,,14445000,14445000,1,4096,4096,2368,9003020,2,4212000,5414000,3,ack,0,0,0,True,964053000,976089000,10000000
baseline.compression,random0-zstd0,common,full,0,native,4096,4096,0,4096,0,514000000,4000000,7000000,9000000,,5202001,6821001,1,4096,4096,1478,8775040,2,8000000,9000000,2,ack,0,0,0,True,507000000,514000000,8000000
baseline.compression,random0-zstd1,original,full,0,classic,4096,4096,0,4096,0,800042000,6404000,7021000,14242000,,5819000,13040000,1,4096,4096,447,174067,10,6808000,7407000,0,ack,0,0,0,True,793638000,800042000,10000000
baseline.compression,random0-zstd1,original,full,0,native,4096,4096,0,4096,0,472000000,4000000,7000000,9000000,,5203000,6821000,1,4096,4096,763,169584,5,8000000,8000000,0,ack,0,0,0,True,465000000,472000000,8000000
baseline.compression,random0-zstd1,common,full,0,classic,4096,4096,0,4096,0,800042000,6404000,7021000,14242000,,5819000,13040000,1,4096,4096,447,174067,10,6808000,7407000,0,ack,0,0,0,True,793638000,800042000,10000000
baseline.compression,random0-zstd1,common,full,0,native,4096,4096,0,4096,0,468000000,4000000,7000000,9000000,,5205001,6821000,1,4096,4096,882,189604,4,8000000,9000000,4,ack,0,0,0,True,461000000,468000000,8000000
baseline.compression,random0-zstd3,original,full,0,classic,4096,4096,0,4096,0,800042000,6404000,7021000,14242000,,5819000,13040000,1,4096,4096,447,172403,10,6808000,7407000,0,ack,0,0,0,True,793638000,800042000,10000000
baseline.compression,random0-zstd3,original,full,0,native,4096,4096,0,4096,0,472000000,4000000,7000000,9000000,,5203000,6821000,1,4096,4096,763,167794,5,8000000,8000000,0,ack,0,0,0,True,465000000,472000000,8000000
baseline.compression,random0-zstd3,common,full,0,classic,4096,4096,0,4096,0,800042000,6404000,7021000,14242000,,5819000,13040000,1,4096,4096,447,172403,10,6808000,7407000,0,ack,0,0,0,True,793638000,800042000,10000000
baseline.compression,random0-zstd3,common,full,0,native,4096,4096,0,4096,0,468000000,4000000,7000000,9000000,,5205001,6821000,1,4096,4096,882,187404,4,8000000,9000000,4,ack,0,0,0,True,461000000,468000000,8000000
baseline.compression,random1-zstd0,original,full,0,classic,4096,4096,0,4096,0,976089000,4413000,15647000,15647000,,14445000,14445000,1,4096,4096,2368,9003020,2,4212000,5414000,3,ack,0,0,0,True,964053000,976089000,10000000
baseline.compression,random1-zstd0,original,full,0,native,4096,4096,0,4096,0,412000000,3000000,6000000,8000000,,4213000,5820000,1,4096,4096,1881,8803626,2,8000000,8000000,0,ack,0,0,0,True,405000000,412000000,8000000
baseline.compression,random1-zstd0,common,full,0,classic,4096,4096,0,4096,0,976089000,4413000,15647000,15647000,,14445000,14445000,1,4096,4096,2368,9003020,2,4212000,5414000,3,ack,0,0,0,True,964053000,976089000,10000000
baseline.compression,random1-zstd0,common,full,0,native,4096,4096,0,4096,0,514000000,4000000,7000000,9000000,,5202001,6821001,1,4096,4096,1478,8775040,2,8000000,9000000,2,ack,0,0,0,True,507000000,514000000,8000000
baseline.compression,random1-zstd1,original,full,0,classic,4096,4096,0,4096,0,976089000,4413000,15647000,15647000,,14445000,14445000,1,4096,4096,2368,9052172,2,4212000,5414000,3,ack,0,0,0,True,964053000,976089000,10000000
baseline.compression,random1-zstd1,original,full,0,native,4096,4096,0,4096,0,427000000,3000000,6000000,9000000,,4661000,6821000,1,4096,4096,2047,8841637,2,8000000,8000000,0,ack,0,0,0,True,420000000,427000000,8000000
baseline.compression,random1-zstd1,common,full,0,classic,4096,4096,0,4096,0,976089000,4413000,15647000,15647000,,14445000,14445000,1,4096,4096,2368,9052172,2,4212000,5414000,3,ack,0,0,0,True,964053000,976089000,10000000
baseline.compression,random1-zstd1,common,full,0,native,4096,4096,0,4096,0,557000000,4000000,6000000,9000000,,4772018,6821000,1,4096,4096,1632,8808495,2,8000000,9000000,4,ack,0,0,0,True,550000000,557000000,8000000
baseline.compression,random1-zstd3,original,full,0,classic,4096,4096,0,4096,0,976089000,4413000,15647000,15647000,,14445000,14445000,1,4096,4096,2368,9052172,2,4212000,5414000,3,ack,0,0,0,True,964053000,976089000,10000000
baseline.compression,random1-zstd3,original,full,0,native,4096,4096,0,4096,0,427000000,3000000,6000000,9000000,,4661000,6821000,1,4096,4096,2047,8841637,2,8000000,8000000,0,ack,0,0,0,True,420000000,427000000,8000000
baseline.compression,random1-zstd3,common,full,0,classic,4096,4096,0,4096,0,976089000,4413000,15647000,15647000,,14445000,14445000,1,4096,4096,2368,9052172,2,4212000,5414000,3,ack,0,0,0,True,964053000,976089000,10000000
baseline.compression,random1-zstd3,common,full,0,native,4096,4096,0,4096,0,557000000,4000000,6000000,9000000,,4772018,6821000,1,4096,4096,1632,8808495,2,8000000,9000000,4,ack,0,0,0,True,550000000,557000000,8000000
baseline.bursty-onoff,burst50,original,full,0,classic,500,500,0,500,0,18006808000,1404000,6811000,6811000,,5609000,5609000,1,500,500,60,302112,10,5407000,5407000,0,ack,0,0,0,True,18000000000,18006808000,10000000
baseline.bursty-onoff,burst50,original,full,0,native,500,500,0,500,0,18007000000,2000000,8000000,8000000,,5820000,5820000,1,500,500,78,297036,8,8000000,8000000,0,ack,0,0,0,True,18000000000,18007000000,0
baseline.bursty-onoff,burst50,common,full,0,classic,500,500,0,500,0,18006808000,1404000,6811000,6811000,,5609000,5609000,1,500,500,60,302112,10,5407000,5407000,0,ack,0,0,0,True,18000000000,18006808000,10000000
baseline.bursty-onoff,burst50,common,full,0,native,500,500,0,500,0,18008000000,3000000,9000000,9000000,,6821001,6821001,1,500,500,77,296869,8,8000000,9000000,2,ack,0,0,0,True,18000000000,18008000000,0
baseline.bursty-onoff,burst200,original,full,0,classic,2000,2000,0,2000,0,18007422000,3410000,9226000,10229000,,8024000,9027000,1,2000,2000,180,1162114,14,4212000,4212000,0,ack,0,0,0,True,18000001000,18007422000,10000000
baseline.bursty-onoff,burst200,original,full,0,native,2000,2000,0,2000,0,18009000000,3000000,8000000,8000000,,5819000,5820000,1,2000,2000,240,1154855,8,8000000,8000000,0,ack,0,0,0,True,18003000000,18009000000,1000000
baseline.bursty-onoff,burst200,common,full,0,classic,2000,2000,0,2000,0,18007422000,3410000,9226000,10229000,,8024000,9027000,1,2000,2000,180,1162114,14,4212000,4212000,0,ack,0,0,0,True,18000001000,18007422000,10000000
baseline.bursty-onoff,burst200,common,full,0,native,2000,2000,0,2000,0,18010000000,4000000,9000000,9000000,,6821001,6821001,1,2000,2000,194,1152438,8,8000000,9000000,2,ack,0,0,0,True,18003000000,18010000000,1000000
baseline.bursty-onoff,burst800,original,full,0,classic,8000,8000,0,8000,0,18028485000,10429000,26077000,28888000,,24875000,27686000,1,8000,8000,680,4604723,14,4212000,4212000,0,ack,0,0,0,True,18001405000,18028485000,10000000
baseline.bursty-onoff,burst800,original,full,0,native,8000,8000,0,8000,0,18019000000,4000000,7000000,8000000,,5203000,5820000,1,8000,8000,759,4570685,8,8000000,8000000,0,ack,0,0,0,True,18012000000,18019000000,1000000
baseline.bursty-onoff,burst800,common,full,0,classic,8000,8000,0,8000,0,18028485000,10429000,26077000,28888000,,24875000,27686000,1,8000,8000,680,4604723,14,4212000,4212000,0,ack,0,0,0,True,18001405000,18028485000,10000000
baseline.bursty-onoff,burst800,common,full,0,native,8000,8000,0,8000,0,18019000000,5000000,8000000,10000000,,5821001,7848001,1,8000,8000,454,4550053,12,8000000,9000000,2,ack,0,0,0,True,18012000000,18019000000,1000000
baseline.asymmetric-wan-broker,i1-window64k,original,full,0,classic,4096,4096,0,4096,0,4019392000,6404000,144398000,184595000,,123396000,163593000,1,4096,4096,1012,2463993,3,51583000,163028000,2,ack,0,0,0,True,3899785000,4019392000,125000000
baseline.asymmetric-wan-broker,i1-window64k,original,full,0,native,4096,4096,0,4096,0,3080000000,7000000,82000000,87000000,,60550000,65219000,1,4096,4096,1419,2458861,2,41000000,87000000,2,ack,0,0,0,True,3012000000,3080000000,12000000
baseline.asymmetric-wan-broker,i1-window64k,common,full,0,classic,4096,4096,0,4096,0,4019392000,6404000,144398000,184595000,,123396000,163593000,1,4096,4096,1012,2463993,3,51583000,163028000,2,ack,0,0,0,True,3899785000,4019392000,125000000
baseline.asymmetric-wan-broker,i1-window64k,common,full,0,native,4096,4096,0,4096,0,3080000000,7000000,82000000,87000000,,60482067,65218001,1,4096,4096,884,2431994,4,41000000,87000000,2,ack,0,0,0,True,3012000000,3080000000,12000000
baseline.asymmetric-wan-broker,i1-window1024k,original,full,0,classic,4096,4096,0,4096,0,4019392000,6404000,144398000,184595000,,123396000,163593000,1,4096,4096,1012,2463993,3,51583000,163028000,2,ack,0,0,0,True,3899785000,4019392000,125000000
baseline.asymmetric-wan-broker,i1-window1024k,original,full,0,native,4096,4096,0,4096,0,3080000000,7000000,82000000,87000000,,60550000,65219000,1,4096,4096,1419,2458861,2,41000000,87000000,2,ack,0,0,0,True,3012000000,3080000000,12000000
baseline.asymmetric-wan-broker,i1-window1024k,common,full,0,classic,4096,4096,0,4096,0,4019392000,6404000,144398000,184595000,,123396000,163593000,1,4096,4096,1012,2463993,3,51583000,163028000,2,ack,0,0,0,True,3899785000,4019392000,125000000
baseline.asymmetric-wan-broker,i1-window1024k,common,full,0,native,4096,4096,0,4096,0,3080000000,7000000,82000000,87000000,,60482067,65218001,1,4096,4096,884,2431994,4,41000000,87000000,2,ack,0,0,0,True,3012000000,3080000000,12000000
baseline.asymmetric-wan-broker,i5-window64k,original,full,0,classic,4096,4096,0,4096,0,2288878000,6404000,51389000,127239000,,30387000,106237000,1,4096,4096,868,2450168,5,51987000,127239000,2,ack,0,0,0,True,2242874000,2288878000,125000000
baseline.asymmetric-wan-broker,i5-window64k,original,full,0,native,4096,4096,0,4096,0,2299000000,7000000,54000000,87000000,,32013000,65219000,1,4096,4096,1649,2485615,2,8000000,87000000,2,ack,0,0,0,True,2251000000,2299000000,8000000
baseline.asymmetric-wan-broker,i5-window64k,common,full,0,classic,4096,4096,0,4096,0,2288878000,6404000,51389000,127239000,,30387000,106237000,1,4096,4096,868,2450168,5,51987000,127239000,2,ack,0,0,0,True,2242874000,2288878000,125000000
baseline.asymmetric-wan-broker,i5-window64k,common,full,0,native,4096,4096,0,4096,0,2306000000,7000000,57000000,87000000,,35014013,65218001,1,4096,4096,986,2448948,4,9000000,87000000,2,ack,0,0,0,True,2263000000,2306000000,8000000
baseline.asymmetric-wan-broker,i5-window1024k,original,full,0,classic,4096,4096,0,4096,0,2288878000,6404000,51389000,127239000,,30387000,106237000,1,4096,4096,868,2450168,5,51987000,127239000,2,ack,0,0,0,True,2242874000,2288878000,125000000
baseline.asymmetric-wan-broker,i5-window1024k,original,full,0,native,4096,4096,0,4096,0,2299000000,7000000,54000000,87000000,,32013000,65219000,1,4096,4096,1649,2485615,2,8000000,87000000,2,ack,0,0,0,True,2251000000,2299000000,8000000
baseline.asymmetric-wan-broker,i5-window1024k,common,full,0,classic,4096,4096,0,4096,0,2288878000,6404000,51389000,127239000,,30387000,106237000,1,4096,4096,868,2450168,5,51987000,127239000,2,ack,0,0,0,True,2242874000,2288878000,125000000
baseline.asymmetric-wan-broker,i5-window1024k,common,full,0,native,4096,4096,0,4096,0,2306000000,7000000,57000000,87000000,,35014013,65218001,1,4096,4096,986,2448948,4,9000000,87000000,2,ack,0,0,0,True,2263000000,2306000000,8000000
hard.crash-restart-closed,k16-slow0,original,full,0,classic,21958,21958,0,21958,0,15001645000,9404000,12407000,3114604000,,8205000,3104998000,2,21965,21958,4135,13034447,5,18618000,3114604000,0,ack,0,0,0,True,14994241000,15001645000,3017148000
hard.crash-restart-closed,k16-slow0,original,full,0,native,20800,20800,0,20800,0,15007000000,10000000,10000000,3024000000,,5203000,3013332342,2,20807,20800,6906,12453732,3,23000000,3024000000,0,ack,0,0,0,True,14997000000,15007000000,2927000000
hard.crash-restart-closed,k16-slow0,common,full,0,classic,21958,21958,0,21958,0,15001645000,9404000,12407000,3114604000,,8205000,3104998000,2,21965,21958,4135,13034447,5,18618000,3114604000,0,ack,0,0,0,True,14994241000,15001645000,3017148000
hard.crash-restart-closed,k16-slow0,common,full,0,native,20762,20762,0,20762,0,15000000000,10000000,10000000,3030000000,,5208001,3019627432,2,20769,20762,3973,12290356,5,23000000,3030000000,0,ack,0,0,0,True,14990000000,15000000000,2933000000
hard.crash-restart-closed,k16-slow1,original,full,0,classic,21365,21365,0,21365,0,15005163000,9404000,12407000,3383699000,,8205000,3367692000,2,21369,21365,4050,12686207,5,18212000,3383699000,0,ack,0,0,0,True,14995759000,15005163000,3277248000
hard.crash-restart-closed,k16-slow1,original,full,0,native,20736,20736,0,20736,0,15002000000,10000000,10000000,3059000000,,5203000,3048794403,2,20743,20736,6888,12415804,3,23000000,3059000000,0,ack,0,0,0,True,14992000000,15002000000,2962000000
hard.crash-restart-closed,k16-slow1,common,full,0,classic,21365,21365,0,21365,0,15005163000,9404000,12407000,3383699000,,8205000,3367692000,2,21369,21365,4050,12686207,5,18212000,3383699000,0,ack,0,0,0,True,14995759000,15005163000,3277248000
hard.crash-restart-closed,k16-slow1,common,full,0,native,20761,20761,0,20761,0,15004000000,10000000,10000000,3048000000,,5202001,3037281414,2,20768,20761,3914,12283111,5,23000000,3048000000,0,ack,0,0,0,True,14994000000,15004000000,2951000000
hard.crash-restart-closed,k64-slow0,original,full,0,classic,81179,81179,0,81179,0,15012061000,9408000,16012000,3052511000,,11810000,3048309000,1,81179,81179,7747,46881722,11,16618000,3048107000,0,ack,0,0,0,True,14996049000,15012061000,2791252000
hard.crash-restart-closed,k64-slow0,original,full,0,native,96622,96622,0,96622,0,15009000000,8000000,11000000,3018000000,,6227000,3012142126,2,96627,96622,14995,55791927,7,23000000,3013000000,0,ack,0,0,0,True,14999000000,15009000000,2857000000
hard.crash-restart-closed,k64-slow0,common,full,0,classic,81179,81179,0,81179,0,15012061000,9408000,16012000,3052511000,,11810000,3048309000,1,81179,81179,7747,46881722,11,16618000,3048107000,0,ack,0,0,0,True,14996049000,15012061000,2791252000
hard.crash-restart-closed,k64-slow0,common,full,0,native,50572,50572,0,50572,0,15019000000,16000000,20000000,3038000000,,15720001,3032626790,2,50580,50572,9274,29421323,5,23000000,3029000000,0,ack,0,0,0,True,14999000000,15019000000,2866000000
hard.crash-restart-closed,k64-slow1,original,full,0,classic,79511,79511,0,79511,0,15011405000,9408000,16012000,3262263000,,11810000,3258061000,1,79511,79511,7595,45913359,11,14407000,3257859000,0,ack,0,0,0,True,14999396000,15011405000,3114377000
hard.crash-restart-closed,k64-slow1,original,full,0,native,96490,96490,0,96490,0,15008000000,8000000,11000000,3047000000,,6227000,3041797481,2,96495,96490,14985,55716935,7,23000000,3042000000,0,ack,0,0,0,True,14999000000,15008000000,2886000000
hard.crash-restart-closed,k64-slow1,common,full,0,classic,79511,79511,0,79511,0,15011405000,9408000,16012000,3262263000,,11810000,3258061000,1,79511,79511,7595,45913359,11,14407000,3257859000,0,ack,0,0,0,True,14999396000,15011405000,3114377000
hard.crash-restart-closed,k64-slow1,common,full,0,native,50392,50392,0,50392,0,15019000000,16000000,20000000,3163000000,,15728001,3156811763,2,50400,50392,9162,29310271,5,23000000,3154000000,0,ack,0,0,0,True,14999000000,15019000000,2991000000
hard.crash-restart-open,rate1000,original,full,0,classic,30000,29990,10,29990,0,30005808000,4404000,1983248000,3089212000,,1982046000,3088010000,1,29990,29990,11869,18803038,2,9404000,3089212000,0,ack,0,0,0,True,29999000000,30005808000,1000000
hard.crash-restart-open,rate1000,original,full,0,native,30000,28905,1095,28905,0,30006000000,7000000,1934000000,3021000000,,1931829759,3018826759,1,28905,28905,18198,18319685,1,1060000000,3021000000,0,ack,0,0,0,True,29999000000,30006000000,1000000
hard.crash-restart-open,rate1000,common,full,0,classic,30000,29990,10,29990,0,30005808000,4404000,1983248000,3089212000,,1982046000,3088010000,1,29990,29990,11869,18803038,2,9404000,3089212000,0,ack,0,0,0,True,29999000000,30005808000,1000000
hard.crash-restart-open,rate1000,common,full,0,native,30000,28899,1101,28899,0,30006000000,7000000,1947000000,3027000000,,1945281382,3025278382,1,28899,28899,18194,18315703,1,1066000000,3027000000,0,ack,0,0,0,True,29999000000,30006000000,1000000
hard.crash-restart-open,rate4000,original,full,0,classic,120000,119961,39,119961,0,30003558000,4154000,2022581000,3050712000,,2021379000,3049510000,1,119961,119961,17220,70330053,7,8462000,3049808000,0,ack,0,0,0,True,29999750000,30003558000,250000
hard.crash-restart-open,rate4000,original,full,0,native,120000,109855,10145,109855,0,30007000000,4500000,6500000,3015750000,,5203000,3014335476,1,109855,109855,26474,64547306,4,2502000000,3014500000,0,ack,0,0,0,True,29999750000,30007000000,250000
hard.crash-restart-open,rate4000,common,full,0,classic,120000,119961,39,119961,0,30003558000,4154000,2022581000,3050712000,,2021379000,3049510000,1,119961,119961,17220,70330053,7,8462000,3049808000,0,ack,0,0,0,True,29999750000,30003558000,250000
hard.crash-restart-open,rate4000,common,full,0,native,120000,109883,10117,109883,0,30007000000,4500000,7250000,3010000000,,5955001,3008781208,1,109883,109883,26480,64563510,4,2501750000,3010000000,3,ack,0,0,0,True,29999750000,30007000000,250000
hard.crash-restart-open,rate16000,original,full,0,classic,480000,479848,152,479848,0,30006024500,2466500,2321995500,3029712000,,2320793500,3028510000,1,479848,479848,42309,276518521,11,6399500,3028308000,0,ack,0,0,0,True,29999937500,30006024500,62500
hard.crash-restart-open,rate16000,original,full,0,native,480000,433764,46236,433764,0,30007000000,2500000,6000000,3011062500,,4766500,3009849723,1,433764,433764,55024,249000324,8,2816875000,3009687500,3,ack,0,0,0,True,29999937500,30007000000,62500
hard.crash-restart-open,rate16000,common,full,0,classic,480000,479848,152,479848,0,30006024500,2466500,2321995500,3029712000,,2320793500,3028510000,1,479848,479848,42309,276518521,11,6399500,3028308000,0,ack,0,0,0,True,29999937500,30006024500,62500
hard.crash-restart-open,rate16000,common,full,0,native,480000,433675,46325,433675,0,30007000000,2750000,6250000,3020625000,,5017502,3019377460,1,433675,433675,55012,248948994,8,2823625000,3019250000,3,ack,0,0,0,True,29999937500,30007000000,62500
hard.leader-failover-during-outage,move1s-metadata20ms,original,full,0,classic,127676,127676,0,127676,0,27011956000,7405000,12409000,1011268000,,8207000,1007066000,1,127676,127676,11339,74031857,10,18619000,1009867000,0,ack,0,0,0,True,26999947000,27011956000,937063000
hard.leader-failover-during-outage,move1s-metadata20ms,original,full,0,native,88779,88779,0,88779,0,27008000000,10000000,16000000,1036000000,,11317000,1030369955,2,88780,88779,23386,52731238,3,23000000,1031000000,0,ack,0,0,0,True,26996000000,27008000000,951000000
hard.leader-failover-during-outage,move1s-metadata20ms,common,full,0,classic,127676,127676,0,127676,0,27011956000,7405000,12409000,1011268000,,8207000,1007066000,1,127676,127676,11339,74031857,10,18619000,1009867000,0,ack,0,0,0,True,26999947000,27011956000,937063000
hard.leader-failover-during-outage,move1s-metadata20ms,common,full,0,native,64636,64636,0,64636,0,27019000000,12000000,25000000,1041000000,,19800001,1029904167,2,64637,64636,14110,38149142,4,23000000,1037000000,3,ack,0,0,0,True,26999000000,27019000000,919000000
hard.leader-failover-during-outage,move1s-metadata1000ms,original,full,0,classic,145905,145905,0,145905,0,27000015000,5404000,9810000,1010926000,,5607000,1006724000,1,145905,145905,11797,84324531,12,18619000,1010926000,3,ack,0,0,0,True,26994611000,27000015000,937420000
hard.leader-failover-during-outage,move1s-metadata1000ms,original,full,0,native,87326,87326,0,87326,0,27009000000,10000000,18000000,1082000000,,13299000,1076329203,2,87327,87326,23407,51851207,3,23000000,1077000000,0,ack,0,0,0,True,26999000000,27009000000,997000000
hard.leader-failover-during-outage,move1s-metadata1000ms,common,full,0,classic,145905,145905,0,145905,0,27000015000,5404000,9810000,1010926000,,5607000,1006724000,1,145905,145905,11797,84324531,12,18619000,1010926000,3,ack,0,0,0,True,26994611000,27000015000,937420000
hard.leader-failover-during-outage,move1s-metadata1000ms,common,full,0,native,64353,64353,0,64353,0,27013000000,12000000,25000000,1091000000,,19814001,1079924615,2,64354,64353,14172,37942911,4,23000000,1087000000,3,ack,0,0,0,True,26997000000,27013000000,969000000
hard.leader-failover-during-outage,move10s-metadata20ms,original,full,0,classic,82674,82674,0,82674,0,27007657000,8006000,12409000,10013771000,,8207000,10009569000,1,82674,82674,8775,48083164,9,18619000,10012370000,0,ack,0,0,0,True,26999651000,27007657000,9939566000
hard.leader-failover-during-outage,move10s-metadata20ms,original,full,0,native,59134,59134,0,59134,0,27007000000,10000000,18000000,10023000000,,13536000,10017023041,2,59135,59134,17147,35191783,3,23000000,10018000000,0,ack,0,0,0,True,26999000000,27007000000,9938000000
hard.leader-failover-during-outage,move10s-metadata20ms,common,full,0,classic,82674,82674,0,82674,0,27007657000,8006000,12409000,10013771000,,8207000,10009569000,1,82674,82674,8775,48083164,9,18619000,10012370000,0,ack,0,0,0,True,26999651000,27007657000,9939566000
hard.leader-failover-during-outage,move10s-metadata20ms,common,full,0,native,47418,47418,0,47418,0,27022000000,12000000,24000000,10021000000,,19739001,10009885939,2,47419,47418,11018,28031116,4,23000000,10017000000,3,ack,0,0,0,True,26998000000,27022000000,9899000000
hard.leader-failover-during-outage,move10s-metadata1000ms,original,full,0,classic,91830,91830,0,91830,0,27009048000,5806000,10607000,10080906000,,6405000,10076704000,1,91830,91830,8898,53193122,10,18619000,10080906000,3,ack,0,0,0,True,26999240000,27009048000,10007400000
hard.leader-failover-during-outage,move10s-metadata1000ms,original,full,0,native,58178,58178,0,58178,0,27014000000,10000000,19000000,10132000000,,14305000,10126593545,2,58179,58178,17073,34571801,3,23000000,10127000000,0,ack,0,0,0,True,26998000000,27014000000,10047000000
hard.leader-failover-during-outage,move10s-metadata1000ms,common,full,0,classic,91830,91830,0,91830,0,27009048000,5806000,10607000,10080906000,,6405000,10076704000,1,91830,91830,8898,53193122,10,18619000,10080906000,3,ack,0,0,0,True,26999240000,27009048000,10007400000
hard.leader-failover-during-outage,move10s-metadata1000ms,common,full,0,native,47621,47621,0,47621,0,27017000000,12000000,24000000,10121000000,,19688022,10110107628,2,47622,47621,10937,28088185,4,23000000,10117000000,3,ack,0,0,0,True,26999000000,27017000000,9999000000
hard.bootstrap-down-at-start,b1-first,original,full,0,classic,200,176,24,176,0,5205212000,5404000,5004080000,5008080000,,5002878000,5006878000,1,176,176,62,113389,3,4934272000,5008080000,0,ack,0,0,0,True,5199000000,5205212000,1000000
hard.bootstrap-down-at-start,b1-first,original,full,0,native,200,200,0,200,0,5206000000,7000000,5001000000,5004000000,,4999355298,5002355298,1,200,200,109,127332,1,4899000000,5004000000,0,ack,0,0,0,True,5199000000,5206000000,1000000
hard.bootstrap-down-at-start,b1-first,common,full,0,classic,200,176,24,176,0,5205212000,5404000,5004080000,5008080000,,5002878000,5006878000,1,176,176,62,113389,3,4934272000,5008080000,0,ack,0,0,0,True,5199000000,5205212000,1000000
hard.bootstrap-down-at-start,b1-first,common,full,0,native,200,200,0,200,0,5206000000,7000000,5001000000,5004000000,,4998991329,5001991329,1,200,200,106,127065,1,4899000000,5004000000,0,ack,0,0,0,True,5199000000,5206000000,1000000
hard.bootstrap-down-at-start,b2-first,original,full,0,classic,200,190,10,190,0,5205212000,5404000,5059080000,5076080000,,5057878000,5074878000,1,190,190,67,122152,3,4985272000,5076080000,0,ack,0,0,0,True,5199000000,5205212000,1000000
hard.bootstrap-down-at-start,b2-first,original,full,0,native,200,200,0,200,0,5206000000,7000000,5012000000,5015000000,,5010632886,5013632886,1,200,200,112,127686,1,4898000000,5015000000,0,ack,0,0,0,True,5199000000,5206000000,1000000
hard.bootstrap-down-at-start,b2-first,common,full,0,classic,200,190,10,190,0,5205212000,5404000,5059080000,5076080000,,5057878000,5074878000,1,190,190,67,122152,3,4985272000,5076080000,0,ack,0,0,0,True,5199000000,5205212000,1000000
hard.bootstrap-down-at-start,b2-first,common,full,0,native,200,200,0,200,0,5206000000,7000000,5012000000,5015000000,,5009928459,5012928459,1,200,200,111,127519,1,4910000000,5015000000,0,ack,0,0,0,True,5199000000,5206000000,1000000
hard.bootstrap-down-at-start,single,original,full,0,classic,200,100,100,100,0,5205212000,5404000,9212000,9212000,,8010000,8010000,1,100,100,39,63191,2,9212000,9212000,0,ack,0,0,0,True,5199000000,5205212000,1000000
hard.bootstrap-down-at-start,single,original,full,0,native,200,100,100,0,100,5200000000,,,,1000000000,,,,0,0,0,78,,1001000000,1001000000,5,failure,0,0,0,True,5199000000,1001000000,1000000
hard.bootstrap-down-at-start,single,common,full,0,classic,200,100,100,100,0,5205212000,5404000,9212000,9212000,,8010000,8010000,1,100,100,39,63191,2,9212000,9212000,0,ack,0,0,0,True,5199000000,5205212000,1000000
